date,y1,y2,y3
2019-04-10,-37.19249947246467,-46.873819158807244,-59.075554166717716
2019-04-11,-38.12929720978877,-47.58669486733073,-58.95356316677829
2019-04-12,-38.61664929100301,-48.034068323745906,-60.98081888634923
2019-04-13,-38.4442398326298,-50.41334749686662,-61.22344225121071
2019-04-14,-37.314017764323225,-52.95958336324205,-61.36858491886182
2019-04-15,-37.72195984052323,-52.84858235887979,-62.49145652695269
2019-04-16,-37.33320167602281,-53.5692463475763,-61.90821720732925
2019-04-17,-37.396481674827996,-54.35641081119623,-61.84840893817852
2019-04-18,-40.44458630456988,-55.97248247259081,-63.2794527594592
2019-04-19,-41.83366426676638,-56.70721630988415,-62.95838676651903
2019-04-20,-41.69652766462951,-54.91850157069346,-63.038816414560316
2019-04-21,-41.230460807312376,-55.56781895895281,-63.225850134870456
2019-04-22,-40.92179719572174,-55.466738977399324,-63.470258539817245
2019-04-23,-40.84046874079335,-55.52915166935977,-63.816930551268605
2019-04-24,-41.82717306822423,-58.20880578677067,-63.96213928393198
2019-04-25,-45.80620182490556,-60.85678956503985,-65.34307478328965
2019-04-26,-49.24635229029758,-62.548676521503914,-67.85022400865545
2019-04-27,-49.621180754053015,-63.56560586708859,-69.66110854345403
2019-04-28,-52.422545896847105,-65.21984160560193,-73.51476115957621
2019-04-29,-53.520882086511314,-68.66035043268369,-73.59012383751998
2019-04-30,-50.94599921852582,-69.81797363667816,-73.39333555956662
2019-05-01,-49.767776107664524,-69.92334915044489,-73.12117825937352
2019-05-02,-48.4697823163564,-70.70645839545598,-70.40770595154514
2019-05-03,-51.0473810969981,-72.31089048609003,-67.2548554261331
2019-05-04,-51.9098516324769,-74.41627984405748,-64.52527851209308
2019-05-05,-48.5504929201084,-75.2354995683388,-57.76205957686091
2019-05-06,-44.10990565589559,-73.20041640267246,-55.84395222880544
2019-05-07,-45.53460430910943,-73.31084210172511,-56.36245827841294
2019-05-08,-45.69333465451052,-72.50026798983016,-52.193173362108226
2019-05-09,-45.40162951702083,-72.15770654021856,-52.037759326004625
2019-05-10,-46.27662851963716,-70.99631992379348,-51.8402805956726
2019-05-11,-46.77354339572709,-70.88996619609887,-51.09901562286313
2019-05-12,-47.5108504102308,-71.5471162646494,-52.07851075031182
2019-05-13,-46.665330869639284,-73.26641669470357,-50.521917923653746
2019-05-14,-48.22063667724886,-76.96490139197793,-50.424812118609616
2019-05-15,-47.97394882478536,-77.81817472683328,-50.90959085824141
2019-05-16,-46.86350729390194,-80.47702453487949,-50.45316721364438
2019-05-17,-47.91563047893527,-79.68853153863938,-51.23884759283103
2019-05-18,-50.12622182387842,-78.1962701987513,-51.692161076540735
2019-05-19,-50.30339575419462,-79.5275545373844,-52.382571205162506
2019-05-20,-49.324210863192256,-80.16395691882418,-51.0515433556502
2019-05-21,-48.735282942339914,-76.76152202542654,-50.13801739503122
2019-05-22,-49.04368945743799,-74.83631459676695,-48.8746153021124
2019-05-23,-46.769361730123485,-75.03252272159911,-46.93384835719749
2019-05-24,-45.53590263604617,-74.16747398598794,-45.51110580965773
2019-05-25,-46.07294455714605,-74.52566688891302,-46.33996061693979
2019-05-26,-46.36884907805377,-72.19148306470355,-46.206307693376054
2019-05-27,-46.224148319814134,-72.90361603881034,-45.5137677059214
2019-05-28,-44.43221121782357,-69.90291320368101,-44.16307575513193
2019-05-29,-43.88579944118648,-68.0042031151185,-42.74601978994549
2019-05-30,-45.743734320120446,-70.95763964677973,-37.330146762657805
2019-05-31,-47.36737716141466,-72.02571765525657,-43.68291102750616
2019-06-01,-51.701283863420045,-74.69467048761464,-47.898435811511604
2019-06-02,-52.43142331114536,-74.53774037819775,-48.454108419139565
2019-06-03,-49.00909802128296,-73.95427285622695,-48.32494297028081
2019-06-04,-49.39842046602337,-75.16596008883837,-48.994555779094995
2019-06-05,-49.525114897405466,-75.99600448855726,-48.46926854026497
2019-06-06,-48.23678220865888,-76.28917656808014,-47.022078848477136
2019-06-07,-50.543642281173526,-77.77828090793898,-40.985945354740046
2019-06-08,-47.50603830568927,-77.31418171872976,-39.08145730411471
2019-06-09,-48.30651031778256,-77.65106523554931,-41.22916295079376
2019-06-10,-43.89098032841249,-75.55902702281364,-37.44443000638758
2019-06-11,-38.144832585312486,-72.82684480706727,-37.23440767828638
2019-06-12,-40.17741757383837,-71.68848333817215,-37.60594628476911
2019-06-13,-44.903387290620124,-73.06694512388971,-36.4437519110711
2019-06-14,-46.99101844084951,-73.96374915409596,-43.352567050903964
2019-06-15,-51.24189662374583,-75.87104871704777,-45.05063582926193
2019-06-16,-52.578740077614455,-78.76795154242295,-42.25120221013007
2019-06-17,-50.66204624949517,-78.8975183911128,-42.24828944083386
2019-06-18,-45.784108532733505,-76.01937328676804,-45.73288991596361
2019-06-19,-47.99554779428816,-76.4590606190978,-44.438604826844646
2019-06-20,-49.04996067002236,-76.41695564152548,-45.0419944985068
2019-06-21,-48.354037276264954,-76.47082080717533,-46.52058564808999
2019-06-22,-47.700142097891515,-75.07883011918095,-48.57434028731531
2019-06-23,-43.28677467555442,-71.86142176703547,-43.84434330968058
2019-06-24,-42.691121340769826,-71.68894875452116,-39.98754014210582
2019-06-25,-42.62972436162586,-70.79135239539329,-39.458762838415986
2019-06-26,-39.9454758986989,-68.48793577008156,-42.309062227333555
2019-06-27,-38.183709196349696,-65.59531509598895,-42.57244237366304
2019-06-28,-39.349695423550614,-64.71086059053209,-40.1179595824567
2019-06-29,-39.47515997243015,-65.80283065850035,-41.025128185557165
2019-06-30,-39.257107788889165,-67.28978379092716,-40.20393800969994
2019-07-01,-40.101865234004364,-65.23244237790165,-38.79328096326966
2019-07-02,-38.07718160994813,-63.78073056775993,-40.12686896199965
2019-07-03,-40.176741343176694,-63.33552733116811,-43.62146468609349
2019-07-04,-44.35604837222067,-64.84806118284074,-47.92254403294977
2019-07-05,-43.87196218840706,-65.91904729980898,-47.80828295880443
2019-07-06,-45.66373156137353,-65.92181567358583,-53.05625372071928
2019-07-07,-50.885619433933265,-68.19252703635637,-58.317166754565385
2019-07-08,-50.70855771853734,-69.70590093359546,-59.019369405611876
2019-07-09,-50.46219710661324,-70.43566460648806,-59.76033729041871
2019-07-10,-48.56418749364257,-70.66197918483813,-59.65856433985174
2019-07-11,-46.985679916123686,-70.52191158763442,-53.963368672896806
2019-07-12,-46.5842349817677,-71.59154481826633,-50.26087103544768
2019-07-13,-43.67119450385013,-70.09837222720013,-50.56300149964292
2019-07-14,-40.19757707328442,-69.01288248087704,-44.28837996095164
2019-07-15,-37.03529737168177,-67.97427963525969,-34.999064837628055
2019-07-16,-36.171166564979195,-66.30635173673605,-34.15956302233119
2019-07-17,-35.44995757154008,-65.19987933089142,-32.107176147318214
2019-07-18,-36.81276592908375,-64.93305472570538,-27.907749287104217
2019-07-19,-37.78053844603082,-64.04064491547747,-31.059592876743807
2019-07-20,-39.83824723990957,-64.25144590675731,-27.88489349084362
2019-07-21,-39.67487208629586,-64.94766056155048,-25.883950819256803
2019-07-22,-41.73376369303238,-66.86868314960954,-23.263628167006125
2019-07-23,-39.201605112328416,-67.0096683664915,-25.870207270234285
2019-07-24,-30.83963327002374,-63.04936284685168,-24.02908402712668
2019-07-25,-29.84903050193859,-62.030971406165804,-20.66177583444379
2019-07-26,-25.32057142150554,-58.845186682780756,-14.41999923759671
2019-07-27,-28.130399543256505,-57.37977506449411,-18.262480812166654
2019-07-28,-27.396468777250504,-54.423435426908675,-20.894188204626868
2019-07-29,-27.199510950381452,-53.724680684612416,-14.998478444406933
2019-07-30,-29.92977733046367,-53.765042357199384,-16.169234969839376
2019-07-31,-27.280099834915355,-53.49024170204181,-13.768340564544507
2019-08-01,-26.971980567866908,-52.99756479091312,-11.717917576656806
2019-08-02,-28.509485371309513,-53.644302160168024,-13.983960283566436
2019-08-03,-33.164642520399354,-55.7417344907993,-13.468580889671625
2019-08-04,-28.469773843296146,-52.72630475096993,-12.688423470569148
2019-08-05,-26.513683108961487,-52.206229243686806,-11.650801989182483
2019-08-06,-24.612002718727176,-50.71823611572683,-8.032608192236633
2019-08-07,-24.507945054197187,-50.65175781649133,-9.569912172094947
2019-08-08,-25.472775145697895,-49.46770014009683,-11.003111925916198
2019-08-09,-26.36443944458779,-49.06475629363219,-11.614135046087496
2019-08-10,-26.531715104737376,-48.08404171173165,-9.84775613844055
2019-08-11,-25.325551533455123,-47.636550409150786,-8.438741780462296
2019-08-12,-25.738439048776367,-49.602329262367824,-8.444668530310057
2019-08-13,-25.370235693452646,-50.104943103868926,-9.329864649497326
2019-08-14,-26.164010810251934,-50.02440616423604,-9.70708112273677
2019-08-15,-28.10580958576969,-50.1496642202514,-9.849495505995723
2019-08-16,-27.09467068701991,-49.136569673772215,-7.709501812890705
2019-08-17,-25.264110529167297,-48.22430635151613,-6.0273992523383875
2019-08-18,-28.2845158562688,-48.44070322559756,-6.9734570527851005
2019-08-19,-28.63393857137841,-49.40942160225923,-6.601963935207533
2019-08-20,-30.709226326166466,-51.80157936454992,-12.363565021832764
2019-08-21,-27.587007482519386,-51.40958729440644,-7.414325095865378
2019-08-22,-25.94031653562375,-52.20071601706565,-6.869430275675774
2019-08-23,-25.637642717997313,-51.557214838753595,-13.708129144853615
2019-08-24,-24.689313614573223,-50.03562631310567,-12.05509156043343
2019-08-25,-31.161808050349705,-51.46423653933193,-14.39912182028625
2019-08-26,-32.27599652984124,-51.66502715165776,-16.013685919139405
2019-08-27,-34.574822830634574,-53.75141923570547,-15.26882496718622
2019-08-28,-30.048026616058895,-53.65622282462112,-8.787916282497324
2019-08-29,-27.16444440052034,-52.90408750246142,-6.493438338201935
2019-08-30,-26.313677772716055,-52.392556933454614,-7.425588803951139
2019-08-31,-24.806958788675406,-51.12181275439205,-11.679573799946592
2019-09-01,-23.568339951991128,-49.509666825649575,-14.912218430942275
2019-09-02,-21.898848229887264,-47.74915109673803,-12.813604668998426
2019-09-03,-24.53793690772938,-48.25475444059023,-9.923865651388548
2019-09-04,-30.798969158555828,-50.98268527270166,-16.73223479064648
2019-09-05,-23.652718178853803,-48.98403345651141,-13.378119218532447
2019-09-06,-20.605528575938763,-47.24661574550119,-13.460239145918324
2019-09-07,-22.952962270787992,-46.425474780947766,-14.602198589159753
2019-09-08,-22.768618546179027,-47.250791452337886,-12.06070042401571
2019-09-09,-20.294888673846568,-45.85751506459482,-11.616362141282455
2019-09-10,-25.360350131624507,-46.80722771684946,-12.779657570084012
2019-09-11,-29.965713660709532,-48.44111915241349,-17.17090704852668
2019-09-12,-29.103021331850666,-48.271885545885254,-20.83183140897055
2019-09-13,-29.93882470638496,-49.78301826461325,-23.367973246623315
2019-09-14,-29.931077372418454,-50.00838220530339,-24.86512203141945
2019-09-15,-26.770958809640952,-49.54980548763063,-22.504111858288137
2019-09-16,-28.125716043294222,-48.89378564447436,-24.97822923148917
2019-09-17,-23.55949748733606,-46.455295915955915,-24.760115056118767
2019-09-18,-24.93424905352386,-44.10808909784001,-24.690775900710914
2019-09-19,-26.03450994772789,-43.324995082425126,-22.691986215772893
2019-09-20,-28.927307993860147,-43.585551227334264,-25.317382169882787
2019-09-21,-32.77251512877257,-43.98701558465635,-33.40295669796556
2019-09-22,-32.36383118907997,-45.19433726809301,-30.005409609853718
2019-09-23,-29.078264212186795,-45.576297492185795,-27.89831306081418
2019-09-24,-28.90271150290884,-46.236306116264885,-24.449127506905498
2019-09-25,-26.764174771452495,-46.41112193198313,-21.65074374302777
2019-09-26,-25.939129171570777,-44.18266954778213,-22.130742987711173
2019-09-27,-25.476111122345806,-43.62011380538178,-22.65963132240468
2019-09-28,-25.897633582325323,-45.34140728960662,-24.178193725937412
2019-09-29,-27.03827941880062,-47.942953893274826,-23.983362895444927
2019-09-30,-27.63495545390207,-47.165805414659786,-25.111774828330045
2019-10-01,-29.7177835911882,-47.92739884258397,-26.140255414325626
2019-10-02,-29.070923850043002,-47.340534872763456,-24.93731492981659
2019-10-03,-29.150784598690127,-48.08962484621335,-25.3471522006284
2019-10-04,-29.749725747594557,-48.40203274942389,-23.252898987182167
2019-10-05,-29.446019098367742,-48.04217237889431,-22.867660912217872
2019-10-06,-29.38955824229643,-48.02919873780153,-22.658518882530608
2019-10-07,-29.15983346382106,-48.78562989470158,-23.43335710048594
2019-10-08,-30.54060309040815,-49.42057827455571,-24.67473208286801
2019-10-09,-30.311813154875725,-49.239567576120564,-24.371814268926283
2019-10-10,-28.91313755059189,-48.09925869743593,-24.175600422219013
2019-10-11,-28.49861962912718,-50.34585041687131,-24.182994167491525
2019-10-12,-28.609444946646956,-50.662838687597265,-23.44263283880164
2019-10-13,-28.447708152165887,-52.44231257105449,-24.752272113622162
2019-10-14,-28.43608137534932,-51.01347184435955,-24.924574960207455
2019-10-15,-29.01044848045385,-48.91670723949468,-23.136132884893748
2019-10-16,-29.619291564168364,-48.65097839320139,-23.03036102118166
2019-10-17,-27.62244625063616,-46.760453125019446,-21.94776084673799
2019-10-18,-25.68668664217515,-47.40377819352322,-21.140241249150233
2019-10-19,-26.199057193179996,-47.25421881502917,-20.496585240492717
2019-10-20,-25.4249527919798,-47.38329768026184,-20.91280893779383
2019-10-21,-25.657396936050166,-44.87525337383138,-21.063790407759715
2019-10-22,-25.482190645861728,-43.80178881650612,-18.937527141573582
2019-10-23,-24.90192018136343,-43.72760935345666,-18.79779226516717
2019-10-24,-24.433596098502626,-43.49753066421051,-18.985078516865165
2019-10-25,-25.28942171313891,-43.641953311959455,-20.46820704565992
2019-10-26,-25.364692957581116,-44.74319302698987,-20.123604709268758
2019-10-27,-24.644250131522902,-43.61056023355842,-21.0761237617764
2019-10-28,-23.132672726927705,-41.242776221086416,-20.5016656439931
2019-10-29,-26.423255462150234,-42.33934346508926,-23.0515421453831
2019-10-30,-28.375280332234404,-43.06891563215444,-29.615097916017987
2019-10-31,-28.650778544838595,-45.20500662105688,-25.58137916831792
2019-11-01,-27.51806537945638,-46.80478875653692,-19.519936610174437
2019-11-02,-26.51983747223647,-45.5106609303122,-21.43122155888104
2019-11-03,-24.528961829482455,-43.185401310753775,-26.648186753254897
2019-11-04,-24.930898682635537,-42.23498181229721,-24.300346366397417
2019-11-05,-23.862733761709254,-40.628525867446825,-21.452046784954796
2019-11-06,-24.484940408007606,-40.775442033396494,-22.463177638832768
2019-11-07,-23.642221846607967,-39.33257400648439,-23.62687683869403
2019-11-08,-24.782631436716347,-40.362653019504634,-24.294778026727524
2019-11-09,-19.547751051802862,-40.171168109725414,-17.233907146590276
2019-11-10,-18.21696989249589,-38.22888691856318,-16.709927260793485
2019-11-11,-18.546893564546778,-37.42064175915719,-18.6443541250443
2019-11-12,-25.31438009006104,-39.97720161504977,-19.63022069796514
2019-11-13,-26.08705110780816,-40.85160002927753,-20.373902943938813
2019-11-14,-21.75489254552655,-40.30616054462522,-14.818289710228079
2019-11-15,-19.642343324899407,-40.81012859284967,-9.649497690531337
2019-11-16,-20.62009148184295,-40.74775004599676,-10.526721275896533
2019-11-17,-25.095248253671134,-41.54811413498366,-12.03189098412454
2019-11-18,-33.28680729045406,-44.05605638627996,-18.343869188801058
2019-11-19,-30.408288149159134,-43.21900956082376,-20.4494398810304
2019-11-20,-27.44147331699952,-43.24735842136219,-20.18417278520553
2019-11-21,-26.175187670279193,-42.46019397467916,-21.397056262818435
2019-11-22,-26.243886562766235,-42.89696528899611,-21.065929691636214
2019-11-23,-26.54443054982758,-41.86236969499615,-22.17017540568882
2019-11-24,-29.498378099733227,-41.99352408292031,-27.773591535391983
2019-11-25,-29.101550701637965,-43.80737332007235,-27.827413664229148
2019-11-26,-29.188559890889834,-47.29761206389733,-29.257671743070656
2019-11-27,-29.573882907936294,-46.334702280896266,-28.211301778885755
2019-11-28,-30.271514096411167,-46.56862954313513,-28.386102394640396
2019-11-29,-29.112856326815955,-47.14818421751766,-27.340189934294578
2019-11-30,-28.590718543336298,-44.7945636101632,-26.46663161431148
2019-12-01,-29.40009221845316,-47.316656948539745,-26.4076498309391
2019-12-02,-28.751244878832242,-49.1034300246449,-26.276033231386865
2019-12-03,-30.227982433806172,-48.91633301676316,-26.990614754153267
2019-12-04,-32.38160569880826,-48.61086562957116,-28.142508186236405
2019-12-05,-32.3392366032849,-48.30268136226042,-27.593895598170594
2019-12-06,-30.80449475410679,-47.629232343539435,-25.982063871644304
2019-12-07,-30.86449722078225,-47.80238798738949,-25.533487937374918
2019-12-08,-29.787357604755954,-48.060419802272456,-25.672343342584554
2019-12-09,-29.778978341764404,-48.47670280654171,-25.145721824491556
2019-12-10,-30.91780067717977,-47.80634589208247,-23.35350556777444
2019-12-11,-30.5870695720449,-47.33931749042834,-28.691303895972634
2019-12-12,-30.260177666813945,-48.96859804065145,-23.867545549517118
2019-12-13,-26.69073362331485,-47.74891125162127,-20.56654984666538
2019-12-14,-27.863605623067198,-46.936664125455216,-19.318951651070833
2019-12-15,-29.186043630529188,-46.73216892092516,-20.99642442457315
2019-12-16,-28.36046106796818,-46.09944853077372,-20.538105223879622
2019-12-17,-28.99387986803825,-47.559379881182124,-18.058531411395254
2019-12-18,-29.298381695429093,-49.2907485165831,-17.795496503216473
2019-12-19,-30.517152241090002,-50.051909504684915,-20.5063130110707
2019-12-20,-26.470843239216236,-48.83833579051474,-14.498962436687668
2019-12-21,-22.463155397463865,-45.84344354359803,-9.583643420341296
2019-12-22,-25.74845368344438,-46.60023005766362,-11.644100037635852
2019-12-23,-26.051019600164338,-46.937547145756646,-8.508492487225702
2019-12-24,-21.481685721325825,-45.58675257553482,-2.7772586170292355
2019-12-25,-16.946114096700484,-41.97476890512691,-8.641450458875074
2019-12-26,-22.841368520650242,-42.44717995678332,-11.265906880053322
2019-12-27,-24.400236701849114,-43.310950686048166,-3.8492583660348174
2019-12-28,-24.896935226838885,-42.291907831443275,-3.8753172214907012
2019-12-29,-26.497553372573297,-43.089499634280564,-3.432656035529685
2019-12-30,-23.94893458570239,-44.17577281373599,-3.1827137195643984
2019-12-31,-20.896506565308854,-46.447117552027876,-2.12667604766681
2020-01-01,-21.531568803762152,-46.3104334923303,-1.998081327604216
2020-01-02,-21.68318039643414,-43.6858412645135,-0.5766534086955839
2020-01-03,-23.558604600535112,-44.07925793784153,-2.373595190716597
2020-01-04,-22.585827042048404,-42.37162956977066,-2.9789372404619217
2020-01-05,-21.690479843980896,-43.82730625995473,-2.773493878602541
2020-01-06,-21.76711627864662,-40.699492409789585,-2.5624068767396286
2020-01-07,-20.45188450689779,-42.586829917082135,-1.6386185797771167
2020-01-08,-22.151167350289107,-42.92189613229995,-3.243145436993834
2020-01-09,-21.200824235079235,-42.62880991236458,-3.381169275060008
2020-01-10,-20.84011526202618,-41.562148689771945,-3.6736742280777923
2020-01-11,-20.623383826768883,-40.38910883480351,-3.8787059045002676
2020-01-12,-19.993988797545967,-40.007439755550834,-3.656190653582389
2020-01-13,-19.957646997417736,-38.35003913799271,-3.256027775414235
2020-01-14,-21.624579834588694,-38.64937156143262,-4.52538303453774
2020-01-15,-21.70490832429273,-38.340725943790005,-4.402614936115939
2020-01-16,-24.903455167417157,-39.923709726395835,-7.41983330261092
2020-01-17,-27.813418184537305,-43.08783535454678,-10.507737780677777
2020-01-18,-26.13717869754616,-42.07919348068399,-9.353077735498584
2020-01-19,-24.339503597722704,-41.07517418441763,-8.791561850642076
2020-01-20,-24.325413754510574,-39.1680137223737,-9.923706784098693
2020-01-21,-21.768564083392782,-38.0002153677545,-9.349137778320618
2020-01-22,-21.084995972190345,-37.4306763165224,-9.227989959107193
2020-01-23,-20.146730728785688,-38.470743099107025,-8.936581908680235
2020-01-24,-20.82584180997112,-37.17218304685468,-8.663957836426842
2020-01-25,-19.940666631802166,-38.34594232000701,-8.802573157682133
2020-01-26,-20.797072451624047,-39.861413231125574,-7.625857083385085
2020-01-27,-20.104083724941688,-41.09187183992178,-7.313323660956175
2020-01-28,-19.955658325214586,-40.58150834280849,-7.228847877528288
2020-01-29,-21.36406174907811,-41.16907741025304,-6.8602152535053715
2020-01-30,-20.953132638531127,-41.77077348365269,-5.812191640431359
2020-01-31,-20.294935789341366,-41.09202074777447,-5.534055616527031
2020-02-01,-21.137777895859838,-40.79093007140746,-6.013638645457644
2020-02-02,-21.390407851498292,-40.17527914131969,-4.549684238574594
2020-02-03,-20.669454117314867,-40.33250532934223,-4.020015581195576
2020-02-04,-21.28983625739347,-39.8755624898431,-4.1592095745766695
2020-02-05,-19.347241677259873,-39.95581145994157,-4.092305517884262
2020-02-06,-17.587689835908968,-40.02578014187294,-4.1309082801102335
2020-02-07,-19.28724373323574,-39.92610410072048,-5.751643169914566
2020-02-08,-20.834140160341583,-39.30007030895084,-7.633552298019149
2020-02-09,-21.272745181715038,-36.81406962717944,-6.902182509127308
2020-02-10,-19.474131055674043,-33.58578210100489,-6.442798009536691
2020-02-11,-17.67237095408942,-33.38738205036704,-6.457406998318764
2020-02-12,-18.39946713973964,-32.12330685419337,-6.844210314217306
2020-02-13,-18.036649737865453,-32.236833970990396,-6.443912183306662
2020-02-14,-17.49486725664776,-32.20000049804499,-5.787908031224456
